ID,City,Year of birth,Gender,Education Level,Education success,Tollo consumption,Frequency tollo consumption,Sharks in Peru,Species_sharks_1,Species_sharks_2,Species_sharks_3,Shark consumption,Shark_consumption_1,Shark_consumption_2,Shark_consumption_3,
745,PIS,1965,N/A,2,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
746,PIS,1989,1.00,3,1,1.00,3.00,1.00,grande,N/A,N/A,3,N/A,N/A,N/A,
747,PIS,1984,1.00,3,1,1.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
748,PIS,1984.00,2.00,2,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
749,PIS,1977.00,2.00,2,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
750,PIS,1974,2.00,3,2,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
751,PIS,1986,1.00,3,1,1.00,4.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
752,PIS,1986,1.00,3,1,1.00,3.00,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
753,PIS,1968,2.00,2,2,1.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
754,PIS,1961,1.00,3,1,1.00,4.00,1.00,blanco,N/A,N/A,1,blanco,N/A,N/A,
755,PIS,1994,1.00,3,2,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
756,PIS,1989,2.00,2,1,1.00,5.00,1.00,tiburon corcobados,N/A,N/A,3,N/A,N/A,N/A,
757,PIS,1971,1.00,2,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
758,PIS,1988.00,2.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
759,PIS,1965,1.00,1,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
760,PIS,1993,1.00,3,1,1.00,5.00,1.00,blanco,N/A,N/A,3,N/A,N/A,N/A,
761,PIS,1987.00,1.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
762,PIS,1991,1.00,2,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
763,PIS,1963,2.00,3,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
764,PIS,1995.00,1.00,3,2,2.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
765,PIS,1990,2.00,3,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
766,PIS,1995.00,2.00,2,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
767,PIS,1993.00,2.00,4,2,2.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
768,PIS,1955,1.00,NA,,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
769,PIS,1988,1.00,3,1,1.00,4.00,1.00,martillo,N/A,N/A,1,tollo,N/A,N/A,
770,PIS,1988,1.00,3,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
771,PIS,1957.00,1.00,3,1,3.00,0.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
772,PIS,1985.00,1.00,2,1,2.00,0.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
773,PIS,1990.00,2.00,2,1,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
775,PIS,1985.00,2.00,2,1,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
776,PIS,1990.00,1.00,3,1,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
777,PIS,1992.00,2.00,2,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
778,PIS,1996.00,2.00,4,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
779,PIS,1959.00,1.00,2,1,2.00,0.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
780,PIS,1976.00,2.00,2,1,3.00,0.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
781,PIS,1990,1.00,4,1,1.00,3.00,3.00,N/A,N/A,N/A,1,tollo,N/A,N/A,
782,PIS,1962,N/A,2,2,1.00,3.00,1.00,tiburon rojo,N/A,N/A,1,N/A,N/A,N/A,
783,PIS,1970,2.00,2,2,1.00,1.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
784,PIS,1990.00,2.00,2,1,3.00,0.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
785,PIS,1994.00,1.00,4,2,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
786,PIS,1968.00,1.00,3,1,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
788,ILO,1990.00,2.00,4,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
789,ILO,1970,2.00,4,1,1.00,2.00,1.00,tiburon blanco,N/A,N/A,1,tiburon azul,N/A,N/A,
790,ILO,1980.00,1.00,4,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
791,ILO,1982.00,2.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
792,ILO,1984,1.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,1,diamante,N/A,N/A,
793,ILO,1981.00,2.00,3,1,3.00,N/A,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
798,ILO,1981.00,2.00,3,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
799,ILO,1981.00,2.00,3,1,2.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
800,ILO,1961,2.00,1,2,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
801,ILO,1978.00,1.00,2,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
802,ILO,1992.00,2.00,4,2,2.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
803,ILO,1985.00,2.00,4,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
804,ILO,1975,1.00,3,1,1.00,2.00,1.00,tollo,diamante,N/A,1,diamante,N/A,N/A,
805,ILO,1970,2.00,4,1,1.00,3.00,1.00,diamante,azul,tollo,1,tollo,N/A,N/A,
806,ILO,1977,1.00,4,1,1.00,3.00,1.00,diamante,tollo,azul,1,diamante,tollo,N/A,
808,ILO,1972.00,1.00,2,1,2.00,N/A,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
809,ILO,1968.00,2.00,4,1,2.00,N/A,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
810,ILO,1975,2.00,3,1,1.00,4.00,1.00,tollo,diamante,azul,1,tollo,diamante,N/A,
811,ILO,1973,1.00,4,1,1.00,3.00,1.00,azul,diamante,N/A,1,azul,N/A,N/A,
812,ILO,1976,1.00,4,1,1.00,3.00,1.00,tollo,diamante,N/A,1,tollo,diamante,N/A,
813,ILO,1973,1.00,3,1,1.00,4.00,1.00,tollo,azul,N/A,1,tollo,N/A,N/A,
814,ILO,1971,1.00,3,1,1.00,3.00,1.00,azul,diamante,tollo,1,diamante,tollo,N/A,
815,ILO,1967,1.00,4,1,1.00,3.00,1.00,azul,tollo,N/A,1,azul,tollo,N/A,
816,ILO,1971,2.00,3,2,1.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
817,ILO,1980.00,2.00,3,1,2.00,N/A,1.00,tollo,N/A,N/A,2,N/A,N/A,N/A,
818,ILO,1964,2.00,4,1,1.00,5.00,1.00,tollo,diamante,N/A,1,tollo,diamante,N/A,
819,ILO,1976,2.00,3,1,1.00,3.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
820,ILO,1983.00,2.00,4,1,2.00,N/A,1.00,tollo,N/A,N/A,3,N/A,N/A,N/A,
821,ILO,1975,2.00,4,1,1.00,3.00,1.00,tollo,azul,diamante,1,tollo,diamante,N/A,
827,TUM,1973,2.00,4,2,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
828,TUM,1993,2.00,4,2,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
829,TUM,1958,2.00,3,1,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
830,TUM,1974,2.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
831,TUM,1967,2.00,3,1,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
832,TUM,1972,2.00,4,1,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
833,TUM,1984,2.00,4,1,1.00,2.00,1.00,tiburon blanco,tigre,azul,2,N/A,N/A,N/A,
834,TUM,1980,2.00,3,1,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
835,TUM,1970,1.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
836,TUM,1982,2.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
837,TUM,1976,1.00,1,2,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
838,TUM,1997,2.00,2,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
839,TUM,1985,2.00,1,2,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
840,TUM,1983,2.00,2,1,1.00,1.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
841,TUM,1978,1.00,1,2,1.00,3.00,1.00,tiburon azul,martillo,blanco,2,N/A,N/A,N/A,
842,TUM,1950,2.00,1,2,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
843,TUM,1973,2.00,2,1,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
844,TUM,1959,1.00,1,2,1.00,5.00,1.00,tiburon blanco,tigre,martillo,3,N/A,N/A,N/A,
845,TUM,1955,1.00,1,2,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
846,TUM,1990,1.00,4,1,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
847,TUM,1959,2.00,1,1,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
848,TUM,1938,2.00,1,2,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
849,TUM,1943,1.00,4,2,1.00,2.00,1.00,azul,blanco,N/A,3,N/A,N/A,N/A,
850,TUM,1982,2.00,3,1,1.00,2.00,1.00,tiburon blanco,tiburon tigre,N/A,3,N/A,N/A,N/A,
851,TUM,1947,1.00,3,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
852,TUM,1951,1.00,2,2,1.00,5.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
853,TUM,1986,1.00,3,1,1.00,1.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
854,TUM,1950,1.00,3,2,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
855,TUM,1968,2.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
856,TUM,1989,1.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
857,TUM,1983,2.00,2,1,1.00,2.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
858,TUM,1955,2.00,2,1,1.00,2.00,1.00,tiburon azul,tiburon oobado,N/A,3,N/A,N/A,N/A,
859,TUM,1979,1.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
860,TUM,1959,2.00,1,1,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
861,TUM,1984,1.00,3,1,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
862,TUM,1976,2.00,2,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
863,TUM,1953,2.00,3,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
864,TUM,1975,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
865,TUM,1989,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
866,TUM,1981,2.00,3,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
867,TUM,1949,1.00,1,1,1.00,3.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
868,TUM,1965,1.00,2,2,1.00,2.00,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
869,TUM,1978,1.00,4,1,1.00,4.00,1.00,tiburon blanco,N/A,N/A,2,N/A,N/A,N/A,
870,TUM,1972,2.00,3,1,1.00,3.00,1.00,tiburon tigre,N/A,N/A,2,N/A,N/A,N/A,
871,TUM,1974,1.00,4,1,1.00,3.00,1.00,martillo,tiburon blanco,N/A,1,tollo,N/A,N/A,
872,TUM,1943,1.00,2,2,1.00,2.00,1.00,tiburon martillo,tiburon tigre,N/A,2,N/A,N/A,N/A,
873,TUM,1945,2.00,3,1,1.00,2.00,1.00,tiburon blanco,N/A,N/A,2,N/A,N/A,N/A,
874,TUM,1970,1.00,4,1,1.00,2.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
875,TUM,1965,1.00,2,1,1.00,2.00,1.00,tiburon tigre,N/A,N/A,2,N/A,N/A,N/A,
876,TUM,1994,1.00,4,2,1.00,2.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
877,TUM,1988,1.00,4,1,1.00,4.00,1.00,tiburon martillo,N/A,N/A,3,N/A,N/A,N/A,
878,TUM,1990,2.00,4,2,1.00,2.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
879,TUM,1989,1.00,4,1,1.00,3.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
880,TUM,1945,1.00,1,1,1.00,2.00,1.00,tiburon tigre,tollo,N/A,1,tollo,N/A,N/A,
881,TUM,1963,1.00,2,1,1.00,2.00,1.00,tiburon tigre,N/A,N/A,2,N/A,N/A,N/A,
882,TUM,1967,2.00,2,1,1.00,3.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
883,TUM,1975,2.00,4,1,1.00,2.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
884,TUM,1993,2.00,4,2,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
885,TUM,1990,2.00,3,1,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
886,TUM,1949,2.00,2,1,1.00,4.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
887,TUM,1959,2.00,2,2,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
888,TUM,1972,2.00,3,1,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
889,TUM,1984,2.00,4,1,1.00,1.00,1.00,tiburon blanco,N/A,N/A,1,tiburon blanco,N/A,N/A,
890,TUM,1965,1.00,3,1,1.00,3.00,1.00,tiburon azul,N/A,N/A,1,tiburon azul,N/A,N/A,
891,TUM,1966,2.00,1,2,1.00,1.00,1.00,tiburon blanco,N/A,N/A,1,tiburon blanco,N/A,N/A,
892,TUM,1978,2.00,2,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
893,TUM,1993,1.00,2,1,1.00,3.00,1.00,tiburon martillo,N/A,N/A,2,N/A,N/A,N/A,
894,TUM,1969,1.00,4,1,1.00,3.00,1.00,tiburon blanco,N/A,N/A,1,tiburon blanco,N/A,N/A,
895,TUM,1988,1.00,2,1,1.00,2.00,1.00,tiburon blanco,N/A,N/A,1,tiburon blanco,N/A,N/A,
896,TUM,1993,2.00,1,1,1.00,3.00,1.00,tiburon martillo,N/A,N/A,1,tiburon martillo,N/A,N/A,
897,TUM,1993,1.00,2,1,1.00,1.00,1.00,tiburon blanco,N/A,N/A,1,tiburon blanco,N/A,N/A,
898,TUM,1982,2.00,3,1,1.00,2.00,1.00,tiburon martillo,N/A,N/A,1,tiburon martillo,N/A,N/A,
899,TUM,1976,2.00,1,2,1.00,4.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
900,TUM,1985,1.00,3,1,1.00,2.00,1.00,tiburon azul,N/A,N/A,2,N/A,N/A,N/A,
901,TUM,1974,1.00,3,1,1.00,3.00,1.00,tiburon blanco,N/A,N/A,1,tiburon blanco,N/A,N/A,
902,TUM,1969,2.00,3,1,1.00,5.00,1.00,tiburon martillo,N/A,N/A,3,N/A,N/A,N/A,
903,TUM,,2.00,3,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
904,TUM,1993,2.00,4,1,1.00,5.00,1.00,tiburon martillo,N/A,N/A,1,N/A,N/A,N/A,
905,TUM,1956,1.00,2,1,1.00,1.00,1.00,tiburon tintorera,tollo,cruceta,1,cruceta,N/A,N/A,
906,TUM,1996,2.00,3,2,1.00,5.00,1.00,tiburon blanco,N/A,N/A,1,tiburon blanco,N/A,N/A,
907,TUM,1989,1.00,3,1,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
908,TUM,1999,2.00,2,1,1.00,N/A,1.00,tiburon ballena,N/A,N/A,1,tollo,N/A,N/A,
909,TUM,1990,2.00,2,1,1.00,N/A,1.00,tiburon ballena,N/A,N/A,1,tollo,N/A,N/A,
910,TUM,1991,1.00,4,2,1.00,N/A,1.00,tiburon negro,N/A,N/A,2,N/A,N/A,N/A,
911,TUM,1997,1.00,4,2,1.00,N/A,1.00,tiburon ballena,N/A,N/A,2,N/A,N/A,N/A,
912,TUM,1999,1.00,2,1,1.00,N/A,1.00,tiburon azul,N/A,N/A,1,tollo,N/A,N/A,
913,TUM,1990,1.00,3,1,1.00,5.00,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
914,TUM,1999,1.00,4,2,1.00,N/A,1.00,tiburon azul,N/A,N/A,1,tollo,N/A,N/A,
915,TUM,1999,2.00,4,2,1.00,N/A,1.00,tiburon ballena,N/A,N/A,1,tollo,N/A,N/A,
916,TUM,1997,1.00,4,2,1.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
917,TUM,1997,2.00,2,1,1.00,1.00,1.00,tiburon ballena,N/A,N/A,1,tollo,N/A,N/A,
918,TUM,1997,1.00,4,2,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
919,TUM,1996,2.00,4,2,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
920,TUM,1990,1.00,2,1,1.00,N/A,1.00,tiburon ballena,N/A,N/A,1,tollo,N/A,N/A,
921,TUM,1989,2.00,4,1,1.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
922,TUM,1997,2.00,4,2,1.00,1.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
923,TUM,1997,1.00,2,1,1.00,1.00,1.00,tiburon ballena,N/A,N/A,2,N/A,N/A,N/A,
924,TUM,1990,2.00,4,1,1.00,1.00,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
925,TUM,1997,2.00,3,2,1.00,1.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
926,TUM,1990,N/A,2,1,1.00,N/A,1.00,tiburon azul,N/A,N/A,1,tollo,N/A,N/A,
927,TUM,1990,1.00,4,2,1.00,5.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
929,TUM,1988,1.00,4,2,1.00,2.00,1.00,azul,balnco,tigre,1,N/A,N/A,N/A,
931,TUM,1993,2.00,4,2,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
932,TUM,1990,2.00,4,2,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
933,TUM,1984.00,1.00,2,1,2.00,N/A,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
934,TUM,1989,2.00,3,1,1.00,3.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
935,TUM,1968,1.00,4,1,1.00,3.00,1.00,blanco,zorro,martillo,2,N/A,N/A,N/A,
936,TUM,1968,2.00,4,1,1.00,4.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
937,TUM,1984,1.00,3,1,1.00,4.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
938,TUM,1995.00,2.00,4,2,2.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
939,TUM,1986,2.00,2,1,1.00,3.00,1.00,blanco,martillo,N/A,2,N/A,N/A,N/A,
940,TUM,1980,1.00,2,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
941,TUM,1992,2.00,4,2,1.00,4.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
942,TUM,1990,1.00,4,2,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
943,TUM,1975,2.00,4,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
944,TUM,1989,1.00,4,2,1.00,3.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
945,TUM,1960,1.00,4,1,1.00,2.00,1.00,martillo,blanco,N/A,2,N/A,N/A,N/A,
946,TUM,1991,2.00,4,2,1.00,3.00,1.00,tiburon azul,N/A,N/A,2,N/A,N/A,N/A,
947,TUM,1970,1.00,3,1,1.00,1.00,1.00,tiburon negro,tiburon blanco,N/A,2,N/A,N/A,N/A,
948,TUM,1998,1.00,3,2,1.00,3.00,1.00,martillo,N/A,N/A,N/A,N/A,N/A,N/A,
949,TUM,1958,1.00,2,1,1.00,2.00,1.00,martillo,tiburon blanco,N/A,1,N/A,N/A,N/A,
950,TUM,1987,1.00,3,1,1.00,2.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
951,TUM,1987,1.00,4,1,1.00,2.00,1.00,tiburon martillo,tiburon manglar,N/A,N/A,N/A,N/A,N/A,
952,TUM,1994.00,1.00,3,2,3.00,1.00,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
953,TUM,1979,1.00,3,1,1.00,2.00,1.00,tiburon blanco,N/A,N/A,1,N/A,N/A,N/A,
954,TUM,1957,1.00,3,1,1.00,3.00,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
955,TUM,1988,2.00,3,1,1.00,3.00,1.00,martillo,N/A,N/A,2,N/A,N/A,N/A,
956,TUM,1982,1.00,3,1,1.00,1.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
957,TUM,1992,2.00,3,1,1.00,2.00,1.00,martillo,N/A,N/A,1,N/A,N/A,N/A,
958,TUM,1976,2.00,3,1,1.00,3.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
959,TUM,1983,1.00,3,1,1.00,3.00,1.00,tollo,martillo,N/A,1,tollo,N/A,N/A,
960,TUM,1978,2.00,1,2,1.00,3.00,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
961,TUM,1980,1.00,3,1,1.00,2.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
962,TUM,1986,2.00,3,1,1.00,3.00,1.00,tiburon azul,N/A,N/A,1,N/A,N/A,N/A,
963,TUM,1993,2.00,2,1,1.00,5.00,1.00,martillo,N/A,N/A,1,N/A,N/A,N/A,
964,TUM,1963,2.00,2,2,1.00,2.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
965,TUM,1966,2.00,2,1,1.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
966,TUM,1957,1.00,3,1,1.00,3.00,1.00,martillo,tiburon azul,N/A,1,N/A,N/A,N/A,
967,TUM,1986,1.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
968,TUM,1984,2.00,4,1,1.00,2.00,1.00,tiburon tigre,tiburon azul,N/A,2,N/A,N/A,N/A,
969,TUM,1994,2.00,4,1,1.00,1.00,1.00,tiburon tigre,N/A,N/A,1,N/A,N/A,N/A,
970,TUM,1976,2.00,4,1,1.00,1.00,1.00,tiburon blanco,tiburon tigre,N/A,1,tiburon tigre,N/A,N/A,
971,TUM,1991,N/A,4,1,1.00,2.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
972,TUM,1984,2.00,4,1,1.00,2.00,1.00,tigre,N/A,N/A,2,N/A,N/A,N/A,
973,TUM,1981,2.00,4,2,1.00,3.00,1.00,tigre,cabeza martillo,N/A,2,N/A,N/A,N/A,
974,TUM,1974,2.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
975,TUM,1972,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
976,TUM,1993,1.00,4,2,1.00,5.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
977,TUM,1974.00,1.00,4,1,2.00,N/A,1.00,tiburon blanco,tiburon azul,N/A,2,N/A,N/A,N/A,
978,TUM,1986,2.00,3,1,1.00,5.00,1.00,tiburon azul,tiburon tigre,tiburon cabeza martillo,1,N/A,N/A,N/A,
979,TUM,1942,2.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
980,TUM,1973,N/A,3,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
981,TUM,1954,2.00,3,1,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
982,TUM,1981,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
983,TUM,1968,N/A,4,1,1.00,5.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
984,TUM,1958,2.00,4,1,1.00,4.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
985,TUM,1972,2.00,4,1,1.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
986,TUM,1973,2.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
987,TUM,1958,2.00,2,2,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
988,TUM,1987,2.00,3,1,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
989,TUM,1956,2.00,1,1,1.00,1.00,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
990,TUM,1978,2.00,2,2,1.00,3.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
991,TUM,1964,1.00,2,1,1.00,1.00,1.00,tiburon martillo,N/A,N/A,1,tollo,N/A,N/A,
992,TUM,1978,2.00,2,2,1.00,1.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
993,TUM,1955.00,2.00,1,2,2.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
994,TUM,1989,1.00,4,1,1.00,1.00,1.00,tiburon martillo,tiburon blanco,N/A,1,tiburon blanco,N/A,N/A,
995,TUM,1986,1.00,4,1,1.00,2.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
996,TUM,1957,1.00,2,1,1.00,3.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
997,TUM,1968,2.00,2,1,1.00,1.00,1.00,tiburon asesino,N/A,N/A,3,N/A,N/A,N/A,
998,TUM,1993,2.00,2,1,1.00,2.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
